416,2290,6059,6322,6499,7643,8200,8201,8744,9679,11594,12932,UNT,NTC,"HTT 10150"
9.070000,39.940000,56.490000,49.110000,95.570000,41.170000,42.400000,39.970000,18.900000,21.670000,51.240000,87.520000,100.440000,98.810000,23.490000
11.390000,33.460000,58.730000,62.460000,72.350000,40.090000,42.280000,62.560000,23.740000,28.120000,56.540000,79.280000,114.430000,105.540000,14.210000
8.850000,30.930000,88.430000,46.030000,66.170000,52.320000,52.620000,40.680000,24.290000,36.020000,71.530000,77.710000,85.130000,97.420000,28.110000
